subject_code,assessment_name,student_number,score,feedback_text,silo_tags_text,weight,weighted_score
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0109,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,23.45
CSE1OOF,CSE1OOF - Test,STU0110,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,9.75
CSE1OOF,CSE1OOF - Practical demonstration,STU0110,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,13.200000000000001
CSE1OOF,CSE1OOF - Assignment,STU0110,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,16.5
CSE1OOF,CSE1OOF - Central examination,STU0110,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,26.8
CSE2ALG,CSE2ALG - Test,STU0110,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,12.4
CSE2ALG,CSE2ALG - Assignment,STU0110,62,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,18.599999999999998
CSE2ALG,CSE2ALG - Central examination,STU0110,68,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,34.0
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0110,64,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.4
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0110,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,13.0
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0110,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,23.099999999999998
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0110,65,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,22.75
CSE1OOF,CSE1OOF - Test,STU0111,69,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,10.35
CSE1OOF,CSE1OOF - Practical demonstration,STU0111,70,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,14.0
CSE1OOF,CSE1OOF - Assignment,STU0111,72,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,18.0
CSE1OOF,CSE1OOF - Central examination,STU0111,68,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,27.200000000000003
CSE2ALG,CSE2ALG - Test,STU0111,71,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,14.200000000000001
CSE2ALG,CSE2ALG - Assignment,STU0111,71,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,21.3
CSE2ALG,CSE2ALG - Central examination,STU0111,72,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,36.0
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0111,68,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.800000000000001
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0111,68,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,13.600000000000001
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0111,63,"This developing result meets the core requirements but needs greater consistency of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Future work should focus on consolidating the underlying concepts, applying them more consistently and explaining design or implementation decisions with stronger evidence.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,22.049999999999997
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0111,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,23.099999999999998
CSE1OOF,CSE1OOF - Test,STU0112,82,"This strong result shows well-developed understanding of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,12.299999999999999
CSE1OOF,CSE1OOF - Practical demonstration,STU0112,79,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,15.8
CSE1OOF,CSE1OOF - Assignment,STU0112,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,21.0
CSE1OOF,CSE1OOF - Central examination,STU0112,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,33.6
CSE2ALG,CSE2ALG - Test,STU0112,82,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,16.400000000000002
CSE2ALG,CSE2ALG - Assignment,STU0112,76,"This strong result shows well-developed understanding of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,22.8
CSE2ALG,CSE2ALG - Central examination,STU0112,78,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,39.0
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0112,77,"This strong result shows well-developed understanding of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,7.7
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0112,81,"This strong result shows well-developed understanding of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,16.2
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0112,75,"This strong result shows well-developed understanding of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,26.25
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0112,78,"This strong result shows well-developed understanding of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,27.299999999999997
CSE1OOF,CSE1OOF - Test,STU0113,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,12.6
CSE1OOF,CSE1OOF - Practical demonstration,STU0113,85,"This excellent result demonstrates confident and independent command of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. The work is clear, accurate and well justified, with only minor opportunities to further polish explanation or evaluation.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,17.0
CSE1OOF,CSE1OOF - Assignment,STU0113,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,21.0
CSE1OOF,CSE1OOF - Central examination,STU0113,80,"This strong result shows well-developed understanding of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,32.0
CSE2ALG,CSE2ALG - Test,STU0113,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,16.8
CSE2ALG,CSE2ALG - Assignment,STU0113,79,"This strong result shows well-developed understanding of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,23.7
CSE2ALG,CSE2ALG - Central examination,STU0113,80,"This strong result shows well-developed understanding of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,40.0
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0113,86,"This excellent result demonstrates confident and independent command of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. The work is clear, accurate and well justified, with only minor opportunities to further polish explanation or evaluation.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,8.6
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0113,88,"This excellent result demonstrates confident and independent command of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. The work is clear, accurate and well justified, with only minor opportunities to further polish explanation or evaluation.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,17.6
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0113,84,"This strong result shows well-developed understanding of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. Further improvement would come from deeper justification, more consistent evaluation evidence and tighter links between decisions and implementation details.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,29.4
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0113,85,"This excellent result demonstrates confident and independent command of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. The work is clear, accurate and well justified, with only minor opportunities to further polish explanation or evaluation.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,29.749999999999996
CSE1OOF,CSE1OOF - Test,STU0114,70,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour and abstract data types and encapsulation to localise and minimise change. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour; SILO2: abstract data types and encapsulation to localise and minimise change,0.15,10.5
CSE1OOF,CSE1OOF - Practical demonstration,STU0114,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.2,13.200000000000001
CSE1OOF,CSE1OOF - Assignment,STU0114,71,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, code sharing and reuse through object-oriented techniques to reduce development time, and object-oriented design and implementation of computer programs for real-life problems. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO4: object-oriented design and implementation of computer programs for real-life problems,0.25,17.75
CSE1OOF,CSE1OOF - Central examination,STU0114,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly abstract data types and encapsulation to localise and minimise change, object-oriented design and implementation of computer programs for real-life problems, code sharing and reuse through object-oriented techniques to reduce development time, and analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: abstract data types and encapsulation to localise and minimise change; SILO4: object-oriented design and implementation of computer programs for real-life problems; SILO3: code sharing and reuse through object-oriented techniques to reduce development time; SILO1: analysis/design/implementation compared with object-oriented modelling using objects that combine data structure and behaviour,0.4,26.8
CSE2ALG,CSE2ALG - Test,STU0114,69,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, and implementing data structures and searching and sorting algorithms in Java. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java,0.2,13.8
CSE2ALG,CSE2ALG - Assignment,STU0114,70,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, comparing algorithms and data structures and applying suitable choices to problems, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO4: comparing algorithms and data structures and applying suitable choices to problems; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.3,21.0
CSE2ALG,CSE2ALG - Central examination,STU0114,69,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly overall objectives of Algorithms and Data Structures, identifying data structures and searching and sorting algorithms in computing contexts, implementing data structures and searching and sorting algorithms in Java, and designing, implementing, and evaluating Java solutions using appropriate performance measures. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.","SILO1: overall objectives of Algorithms and Data Structures; SILO2: identifying data structures and searching and sorting algorithms in computing contexts; SILO3: implementing data structures and searching and sorting algorithms in Java; SILO5: designing, implementing, and evaluating Java solutions using appropriate performance measures",0.5,34.5
CSE3CAP,CSE3CAP - Oral presentation: Project Milestone Presentation,STU0114,69,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.1,6.9
CSE3CAP,CSE3CAP - Oral presentation: Final Project Presentation,STU0114,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly reporting project outcomes to technical and non-technical audiences and reflecting on feedback. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO3: reporting project outcomes to technical and non-technical audiences and reflecting on feedback,0.2,13.200000000000001
CSE3CAP,CSE3CAP - Assignment: Final written Project Report,STU0114,67,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly industry standard technical solutions in software or cybersecurity practice and professional system documentation and advanced technical reporting to industry standards. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO2: industry standard technical solutions in software or cybersecurity practice; SILO4: professional system documentation and advanced technical reporting to industry standards,0.35,23.45
CSE3CAP,CSE3CAP - Assignment: Sprint Project management reports,STU0114,66,"This sound result shows a competent and generally reliable grasp of the relevant learning themes, particularly advanced project management during substantive development implementation and industry standard technical solutions in software or cybersecurity practice. To strengthen the result, the student should provide clearer reasoning, improve technical precision and show more complete testing or reflection.",SILO1: advanced project management during substantive development implementation; SILO2: industry standard technical solutions in software or cybersecurity practice,0.35,23.099999999999998
